otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Hotel Pier Bodrum,12372.0,32,750.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
İlios Butik Hotel,21780.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marmaris , Bozburun 
İnci Mira Hotel,11510.6,20,200.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
İsnova Hotel,11673.6,5,,0.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kepez 
Joya Del Mar Hotel,39000.0,95,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marmaris , Yalancı Boğaz 
Just Dream Suite,9000.0,0,600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Kalamar Hotel,14986.0,130,100.0,0.0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan-Kalamar Koyu 
Kaliptus Hotel,5400.0,65,400.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Kemer-Merkez 
Lulja Alaçatı,15000.0,85,,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Mare Deluxe Residence,35951.0,0,,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bodrum , Gündoğan-Küçükbük 
Mare Marin Hotel Bodrum,24000.0,55,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bodrum , Turgutreis 
Marin A Hotel,10200.0,55,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Bodrum , Turgutreis 
Marina Loft,16800.0,90,600.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Çıralı 
Mea Reisdere Otel,10500.0,80,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Reisdere 
Mene Suites,14716.8,17,,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Antalya , Konyaaltı 
Mes Mudita Boutique Hotel,10800.0,80,750.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Ruinadalia Hotel,31237.4,15,600.0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaleiçi 
Sea View Otel,20520.0,160,0.0,0.0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Antalya , Kaş-Küçükçakıl Mevkii 
Side Erenler Hotel,13500.0,60,100.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Antalya , Side 
Side Güneş Pansiyon,7830.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Manavgat 
Hotel Villa Turka Alanya,14716.8,35,100.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Antalya , Alanya 
Adrasan Eliz Apart Bungalow,21000.0,105,600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Antalya , Adrasan 
Afflon Hotels Loft City,15141.7,12,600.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Alasonya Otel Alaçatı By Lamira,10200.0,97,,0.0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Alp Paşa Konağı,27594.1,15,750.0,0.0,3,0,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Kaleiçi 
Anelli Hotel,10515.0,15,750.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Antalya Merkez-Kepez 
Antalya Madi Hotel,5100.0,12,750.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Muratpaşa 
B Business Hotel Spa,21000.0,16,,0.0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Kepez 
Delfi Hotel Spa Wellness,17640.0,35,100.0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Bodrum , Bodrum Merkez 
Derin Ma Sorgun,14533.2,72,750.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Side-Manavgat 
Dosi Hotel,9000.0,65,600.0,0.0,0,1,1,1,2,0,1,2,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Side-Kumköy 
Güvenpark Residence Hotel,44479.3,80,750.0,0.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer-Tekirova 
Woo Town Suites,6797.7,13,300.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Kaleiçi 
Alaçatı Private Otel,6630.0,90,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Jasmin Elite Residence Spa,21032.3,36,50.0,0.0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Bodrum , Gümbet 
L`olive Homes Marmaris,20183.0,95,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Marmaris , Siteler 
Ring Beach Hotel,13813.8,35,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,Antalya , Kemer-Beldibi 
Zena Hotel Bodrum,9600.0,15,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Güvercinlik 
1882 Alaçatı,26280.0,0,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
777 Alaçatı,36000.0,76,,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Adacan Alaçatı,13805.2,85,,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ahsen Hotel,13500.0,8,750.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Antalya Merkez 
Alaçatı Cadde 75 Luxury +18 Adult,36000.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Alaçatı Otel Rebetiko,10500.0,85,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
İnnvista Belek Antalya,16320.0,25,750.0,0.0,3,1,1,1,0,1,0,3,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Belek 
Justiniano Park Conti Club,24675.8,90,,1.0,3,1,0,1,2,1,0,5,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Alanya-Okurcalar 
Kahya Resort Aqua Spa,16198.6,110,,0.0,2,1,1,1,1,0,1,6,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Konaklı 
Kirman Arycanda De Luxe,23625.0,90,0.0,0.0,4,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Royal Alhambra Palace,35100.0,40,200.0,0.0,8,1,1,1,2,1,0,7,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Çolaklı 
Royal Dragon Side,32400.0,48,,0.0,4,1,1,1,3,1,0,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Evrenseki 
Royal Taj Mahal,29503.5,48,,1.0,3,1,1,1,4,1,1,8,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side 
Rubi Platinum Spa Resort Suites,34037.2,105,0.0,1.0,2,1,1,1,1,1,0,4,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Avsallar 
Salmakis Resort Spa,24795.0,35,0.0,1.0,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Bodrum , Bardakçı 
Seaden Sea World Resort,18144.0,70,0.0,1.0,1,1,1,1,3,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Kızılağaç 
Sealife Buket Beach Hotel,20126.4,92,0.0,0.0,2,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Seher Resort Spa,16380.0,55,0.0,0.0,2,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,Antalya , Side 
Hedef Resort Hotel Spa,10822.5,110,100.0,1.0,3,1,1,1,2,1,1,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Konaklı 
Mary Palace Hotel Spa,24412.5,60,400.0,0.0,2,1,2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,Antalya , Side 
Seven Seas Hotel Blue,23400.0,70,0.0,0.0,3,1,1,1,4,0,1,8,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Antalya , Side-Titreyengöl 
Side Royal Palace Hotel Spa,18514.0,58,200.0,0.0,3,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,Antalya , Side-Evrenseki 
Sorgun Akadia Hotel Luxury Resort Adult Only+16,25327.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Trendy Aspendos Beach,32400.0,55,0.0,0.0,4,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Gündoğdu 
Hedef Kleopatra Hotel,9517.5,110,100.0,0.0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,Antalya , Alanya 
Justiniano Club Alanya,22325.7,90,0.0,0.0,2,0,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,Antalya , Alanya-Okurcalar 
Larissa Sultans Beach Hotel,16200.0,65,50.0,0.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,Antalya , Kemer-Çamyuva 
Mysea Hotels İncekum,9450.0,100,0.0,0.0,0,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,Antalya , Alanya-Türkler 
Otel Zeytinada,15687.0,30,300.0,1.0,0,0,1,1,2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,Bodrum , Torba 
Pırıl Hotel Thermal Beauty Spa,22500.0,80,,1.0,0,1,1,1,2,1,1,4,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Çeşme , Çeşme Merkez 
Pineta Park Deluxe Hotel,20520.0,90,300.0,0.0,1,1,0,1,2,1,1,3,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,Marmaris , Merkez 
Sayanora Hotel,9801.0,65,50.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,Antalya , Side-Denizbükü 
Seaden Corolla Hotel Side,14256.0,64,300.0,0.0,2,1,1,1,3,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Kumköy 
Taç Premier Hotel Spa,11297.5,120,,0.0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,Antalya , Alanya 
Tu Casa Gelidonya Hotel,13708.8,58,200.0,0.0,0,0,1,1,2,1,0,4,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Kemer-Merkez 
Avena Resort Spa Hotel,13851.0,125,100.0,0.0,1,1,1,1,1,0,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Obagöl 
Blue Wave Suite Hotel,12144.0,125,400.0,0.0,0,1,1,1,2,0,1,4,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,Antalya , Alanya-Obagöl 
Eldar Resort Hotel,11700.0,48,300.0,0.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Kemer-Göynük 
Gardenia Beach Hotel,13433.4,96,0.0,0.0,1,1,1,1,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,Antalya , Alanya 
Grand Miramor Hotel,13005.0,60,200.0,0.0,1,1,1,1,2,1,1,6,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Kemer-Kiriş 
Hotella Resort Spa,15062.8,29,,0.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,Antalya , Belek 
Larissa Inn Hotel,14400.0,55,,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,Antalya , Kemer-Çamyuva 
Romance Beach Hotel,9000.0,95,,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Marmaris , Siteler 
Acropol Of Bodrum Beach Hotel,11700.0,50,0.0,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Ortakent-Yahşi-Ortakent 
Alaçatı Barbarossa Hotel,20250.0,0,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Artemis Hotel Kaş,13200.0,147,750.0,0.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Casa Nonna Bodrum,64235.1,35,0.0,1.0,1,1,1,1,1,0,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,Bodrum , İçmeler 
Club Hotel Barbarossa Kaş,24225.0,92,0.0,1.0,1,1,1,1,2,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,Antalya , Kaş-Çukurbağ Yarımadası 
Ege Tulip Çeşme Deluxe Hotel,11700.0,80,750.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Çeşme , Çeşme Merkez 
Provence Mansion Alaçatı,7194.0,90,,0.0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Saylam Suites,18003.6,154,750.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Adora Calma Beach,21937.5,82,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Manavgat 
Alaçatı Aura Plus Otel,13200.0,85,750.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Alaçatı Bellezza Hotel,12600.0,85,750.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Cumbalıca Garden Hotel,23500.0,0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Ilıca 
Mekvin Hotels Deniz Feneri Lighthouse +12 Adults Only,22471.2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Muup Alaçatı,24840.0,0,,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Cappari Aqua Princess Hotel,20971.3,160,0.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Antalya , Kaş-Küçükçakıl Mevkii 
La Kumsal Hotel +12,33568.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Roseira Beach Resort,14442.7,8,200.0,1.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,Bodrum , Güllük 
Mgallery The Bodrum Hotel Yalıkavak,1756715.2,53,0.0,1.0,2,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Bodrum , Yalıkavak 
Kamelya Aishen K Club,26733.0,55,0.0,0.0,6,1,9,1,7,2,0,13,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Çolaklı 
Trendy Side Beach,23400.0,65,0.0,0.0,2,1,1,1,1,1,1,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,Antalya , Side-Denizbükü 
Oscar Seaside Hotel Spa,6750.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bodrum , Güvercinlik 
Galeri Resort Hotel,24112.8,90,0.0,1.0,4,1,1,1,1,1,1,7,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,Antalya , Alanya-Okurcalar 
Green Nature Diamond,23400.0,90,0.0,0.0,3,1,1,1,1,1,0,8,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Marmaris , Siteler 
Green Nature Resort Spa,18900.0,90,400.0,0.0,1,1,1,1,3,1,1,5,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,Marmaris , Siteler 
Haydarpasha Palace,30395.2,65,,1.0,4,1,1,1,3,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,Antalya , Alanya-Türkler 
Hillstone Bodrum Hotel Spa,22425.0,28,750.0,0.0,1,1,1,1,4,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Bodrum , Bodrum Merkez 
Hotel Melas Lara,24750.0,12,0.0,0.0,3,1,1,1,1,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,Antalya , Lara-Kundu 
Hotel Samara,21060.0,27,0.0,1.0,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Bodrum , Torba 
Hotel Terrace Elite Resort,21654.6,52,500.0,0.0,2,1,1,1,1,0,1,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Side 
Jacaranda Luxury Hotel,43176.6,65,0.0,0.0,4,0,1,1,6,1,1,5,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Gündoğdu 
Jura Hotels Lara Resort,12750.0,11,750.0,0.0,0,0,1,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Lara 
Radisson Blu Resort Spa Çeşme,27405.0,88,0.0,1.0,1,1,0,1,1,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Çeşme , Ilıca 
Rixos Downtown Antalya,46381.9,18,200.0,0.0,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,Antalya , Antalya Merkez 
Robinson Çamyuva,34888.0,60,0.0,1.0,2,0,1,0,1,0,1,4,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Kemer-Çamyuva 
Royal Atlantis Spa Resort,16830.0,50,0.0,0.0,4,1,1,1,2,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side-Gündoğdu 
Royal Holiday Palace,36270.0,15,0.0,1.0,6,1,1,1,2,1,1,9,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Royal Seginus Hotel,36270.0,15,200.0,1.0,9,1,1,1,6,1,0,9,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Royal Wings Hotel,27667.8,15,0.0,1.0,6,1,1,1,4,1,1,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Saphir Hotel,29250.0,110,0.0,1.0,1,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Antalya , Alanya-Konaklı 
Saphir Resort Spa,37050.0,90,0.0,0.0,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Scylax Family Club,14400.0,130,0.0,0.0,0,0,1,1,1,0,0,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,Antalya , Alanya 
Seaden Sea Planet Resort Spa,18144.0,72,0.0,1.0,5,1,1,1,3,2,0,6,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Antalya , Side-Kızılot 
Seaden Valentine Resort Spa,18792.0,64,100.0,0.0,3,1,1,1,2,1,0,3,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Side 
Sealife Family Resort,25920.0,20,,0.0,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Konyaaltı-Konyaaltı 
Seher Sun Palace,13860.0,55,300.0,0.0,2,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side 
Selge Beach Resort Spa,47400.0,75,0.0,1.0,2,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,Antalya , Side-Kızılağaç 
Serenis Hotel,15933.0,65,500.0,0.0,1,1,1,1,5,1,0,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,Antalya , Side-Kumköy 
Serenity Queen Hotel,20196.0,114,,1.0,2,0,0,1,2,1,0,7,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,Antalya , Alanya-Konaklı 
Seven Seas Gravel Select,22345.8,55,0.0,1.0,4,1,1,1,3,1,1,11,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Kemer-Merkez 
Xanadu Island Bodrum,36000.0,50,0.0,1.0,2,0,1,1,2,1,1,7,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,Bodrum , Akyarlar 
Xanadu Resort Hotel,40800.0,40,,1.0,6,1,1,1,2,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Belek-Acısu Mevkii 
Alan Xafira Deluxe Resort Spa,14973.0,60,300.0,0.0,3,1,1,1,3,1,0,7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Alanya-Türkler 
Aqı Pegasos World,18008.1,70,0.0,0.0,3,1,0,1,1,1,0,7,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,Antalya , Side-Titreyengöl 
First Class Hotel Alanya,12150.0,25,,1.0,1,1,1,1,2,1,1,6,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Kargıcak 
Grand Cettia Hotel,23940.0,96,750.0,0.0,2,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,Marmaris , Armutalan 
Grand Kolibri Prestige Spa,10206.7,100,100.0,0.0,1,0,1,1,2,1,0,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Antalya , Alanya-Avsallar 
